,x,y,vx,vy,fx,fy
0,3.0,3.0,0.0,0.0,0.00628410417289782,-0.3
1,3.0,3.0,0.002513641669159128,-0.12,-0.00942615625934673,-0.17499999999999988
2,3.0050272833383183,2.76,-0.001256820834579564,-0.18999999999999995,0.0,0.0
3,3.002513641669159,2.379999999999999,-0.001256820834579564,-0.18999999999999995,0.00314205208644891,-0.15000000000000013
4,3.0,2.0,0.0,-0.25,0.0,0.0
5,3.0,1.5,0.0,-0.25,0.0,0.0
6,3.0,1.0,0.0,-0.25,0.0,0.0
7,3.0,0.5,0.0,-0.25,0.0,0.0
8,3.0,0.0,0.0,-0.25,0.0,0.0
9,3.0,-0.5,0.0,-0.25,0.0,0.0
10,3.0,-1.0,0.0,-0.25,0.0,0.0
11,3.0,-1.5,0.0,-0.25,0.0,0.0
12,3.0,-2.0,0.0,-0.25,0.0,0.0
13,3.0,-2.5,0.0,-0.25,-0.2009154188657619,0.22313917861446425
14,3.0,-3.0,-0.08036616754630477,-0.1607443285542143,-0.1624705116983543,0.25242169427866695
15,2.839267664907391,-3.3214886571084286,-0.1453543722256465,-0.059775650842747496,-0.014340742744525403,0.03411527888110405
16,2.548558920456097,-3.441039958793924,-0.15109066932345663,-0.04612953929030589,0.0,0.0
17,2.2463775818091847,-3.533299037374535,-0.15109066932345663,-0.04612953929030589,0.0,0.0
18,1.9441962431622706,-3.6255581159551475,-0.15109066932345663,-0.04612953929030589,0.013773969853407841,0.1310505691667968
19,1.6420149045153583,-3.717817194535759,-0.14558108138209352,0.006290688376412834,0.08074677482507048,0.2892024497235313
20,1.3508527417511704,-3.705235817782933,-0.11328237145206532,0.1219716682658254,0.12784593007136363,0.27168643089953964
21,1.1242879988470396,-3.4612924812512826,-0.06214399942351989,0.2306462406256412,0.15535999855879962,0.25671773176923024
22,1.0,-3.0,0.0,0.33333333333333337,0.0,0.0
23,1.0,-2.333333333333333,0.0,0.33333333333333337,0.0,0.0
24,1.0,-1.666666666666666,0.0,0.33333333333333337,0.0,0.0
25,1.0,-1.0,0.0,0.33333333333333337,0.0,0.0
26,1.0,-0.3333333333333339,0.0,0.33333333333333337,0.0,0.0
27,1.0,0.3333333333333339,0.0,0.33333333333333337,0.0,0.0
28,1.0,1.0,0.0,0.33333333333333337,0.0,0.0
29,1.0,1.666666666666666,0.0,0.33333333333333337,0.0,0.0
30,1.0,2.333333333333332,0.0,0.33333333333333337,-0.20091541886576167,-0.22313917861446442
31,1.0,3.0,-0.08036616754630466,0.24407766188754765,-0.16367474972197726,-0.2515847270488889
32,0.8392676649073909,3.4881553237750964,-0.14583606743509558,0.1434437710679921,-0.13911083437279306,-0.26609448384144996
33,0.5475955300371993,3.7750428659110806,-0.20148040118421282,0.037005977531412104,-0.028361803598382807,-0.08728865601934085
34,0.14463472766877317,3.8490548209739046,-0.21282512262356595,0.0020905151236757513,0.0,0.0
35,-0.28101551757835885,3.853235851221257,-0.21282512262356595,0.0020905151236757513,0.0,0.0
36,-0.7066657628254909,3.857416881468607,-0.21282512262356595,0.0020905151236757513,0.028175727879316825,-0.10091411753713889
37,-1.132316008072623,3.8615979117159576,-0.20155483147183922,-0.038275131891179814,0.12784593007136352,-0.2716864308995397
38,-1.5354256710163003,3.785047647933599,-0.1504164594432938,-0.14694970425099568,0.1713643859868445,-0.24656103866201992
39,-1.8362585899028883,3.491148239431608,-0.08187070504855598,-0.24557411971580367,0.20467676262138995,-0.2193980340438244
40,-2.0,3.0,0.0,-0.3333333333333333,0.0,0.0
41,-2.0,2.333333333333334,0.0,-0.3333333333333333,0.0,0.0
42,-2.0,1.666666666666666,0.0,-0.33333333333333337,0.0,0.0
43,-2.0,1.0,0.0,-0.33333333333333337,0.0,0.0
44,-2.0,0.3333333333333339,0.0,-0.33333333333333337,0.0,0.0
45,-2.0,-0.3333333333333339,0.0,-0.3333333333333333,0.0,0.0
46,-2.0,-1.0,0.0,-0.3333333333333333,0.0,0.0
47,-2.0,-1.666666666666666,0.0,-0.3333333333333333,0.0,0.0
48,-2.0,-2.333333333333334,0.0,-0.33333333333333326,0.0,0.0
