,x,y,vx,vy,fx,fy
0,3.0,4.0,0.0,0.0,0.0,-0.15625
1,3.0,4.0,0.0,-0.125,0.0,0.0
2,3.0,3.5,0.0,-0.125,0.0,-0.15625
3,3.0,3.0,0.0,-0.25,0.0,0.0
4,3.0,2.0,0.0,-0.25,0.0,1.0408340855860843e-17
5,3.0,1.0,0.0,-0.25000000000000006,0.0,0.0
6,3.0,0.0,0.0,-0.25000000000000006,-2.1510571102112408e-16,-8.673617379884035e-19
7,3.0,-0.9999999999999999,-1.700029006457271e-16,-0.24999999999999992,3.0531133177191805e-16,-7.45931094670027e-17
8,2.999999999999999,-1.9999999999999998,1.700029006457271e-16,-0.25000000000000006,-0.23531444794879672,0.18650793322884515
9,3.0,-3.0,-0.18825155835903726,-0.10079365341692384,-0.1543711041024062,0.2519841335423095
10,2.2469937665638517,-3.4031746136676957,-0.31174844164096227,0.10079365341692384,0.2340094112586578,0.03414410017471572
11,1.0000000000000004,-3.0,-0.12454091263403558,0.12810893355669645,-0.0011477184149111786,-0.007772333891741134
12,0.5018363494638581,-2.4875642657732144,-0.12545908736596453,0.12189106644330355,-0.1556761407925443,-0.2565304997207979
13,0.0,-2.0,-0.25000000000000006,-0.0833333333333348,-1.214306433183765e-17,-1.3877787807814457e-17
14,-1.0000000000000002,-2.33333333333334,-0.25,-0.0833333333333348,2.2985086056692694e-17,-1.9081958235744878e-17
15,-2.000000000000001,-2.666666666666678,-0.25,-0.0833333333333348,0.1254369978506625,0.2726990527627953
16,-3.0,-3.0000000000000173,-0.14965040171946992,0.13482590887690146,0.15013169100055343,0.2600357166391891
17,-3.5986016068778794,-2.460696364492411,-0.029545048919027185,0.3428544821882528,0.0551784677978441,0.04762877575821674
18,-3.7167818025539887,-1.0892784357394005,0.014597725319248142,0.3809575027948263,3.469446951953614e-18,0.0
19,-3.658390901276996,0.43455157543990547,0.014597725319248142,0.3809575027948264,0.1692528433509408,-0.1506911243120364
20,-3.600000000000003,1.958381586619211,0.1500000000000008,0.26040460334519727,0.12784593007136366,-0.2716864308995397
21,-3.0,3.0,0.25227674405709166,0.04305545862556555,0.11930813985727075,-0.08668243754351868
22,-1.9908930237716331,3.1722218345022624,0.3477232559429083,-0.026290491409249436,0.0653459300713647,0.011906905241166534
23,-0.6000000000000001,3.0670598688652646,0.4,-0.016764967216316207,0.0,0.0
