,x,y,vx,vy,fx,fy
0,3.0,4.0,0.0,0.0,0.0,-0.15625
1,3.0,4.0,0.0,-0.125,-0.0,0.0
2,3.0,3.5,-0.0,-0.125,-0.20833333333333331,0.15625
3,3.0,3.0,-0.16666666666666666,0.0,0.0,0.0
4,2.3333333333333335,3.0,-0.16666666666666669,0.0,0.0,0.0
5,1.6666666666666667,3.0,-0.16666666666666669,0.0,0.2791778321579103,-0.11053432318674597
6,1.0,3.0,0.056675599059661574,-0.08842745854939678,0.20623325176313453,-0.14669851521988103
7,1.2267023962386463,2.6462901658024127,0.2216622004701692,-0.20578627072530162,0.0,0.0
8,2.1133511981193234,1.8231450829012066,0.2216622004701692,-0.20578627072530162,-0.2770777505877115,-0.05526716159337298
9,3.0,1.0,-0.0,-0.25,0.0,0.0
10,3.0,0.0,0.0,-0.25,0.0,0.0
11,3.0,-1.0,-0.0,-0.25,0.0,0.0
12,3.0,-2.0,0.0,-0.25,-0.23863085566202138,0.18194328961145154
13,3.0,-3.0,-0.1909046845296171,-0.10444536831083875,-0.14773828867595729,0.26111342077709687
14,2.2363812618815317,-3.417781473243355,-0.30909531547038294,0.10444536831083875,0.07386914433797864,0.18194328961145154
15,1.0,-3.0,-0.25,0.25,-0.012282284857810912,-0.29980853219887427
16,0.0,-2.0,-0.2598258278862487,0.010153174240900568,0.0184234272867163,-0.17528720170168852
17,-1.0393033115449948,-1.9593873030363977,-0.24508708605687562,-0.13007658712045028,0.0,0.0
18,-2.0196516557724973,-2.4796936515181986,-0.24508708605687565,-0.13007658712045028,0.09395291832247359,0.284911513589947
19,-3.0,-3.0,-0.16992475139889668,0.09785262375150738,0.15013169100055357,0.26003571663918906
20,-3.6796990055955865,-2.6085895049939705,-0.049819398598453815,0.30588119706285866,0.09023934199641129,0.07789251053984471
21,-3.878976599989402,-1.385064716742536,0.022372074998675218,0.3681952054947345,0.0,0.0
22,-3.789488299994701,0.08771610523640194,0.022372074998675218,0.3681952054947345,0.19078490625165603,-0.01039929662321186
23,-3.7,1.56049692721534,0.17500000000000004,0.359875768196165,0.0,0.0
