,x,y,vx,vy,fx,fy
0,4.0,8.0,0.0,0.0,-0.3125,-0.390625
1,4.0,8.0,-0.25,-0.3125,1.0399357796309734,-0.6265282207171664
2,3.0,6.75,0.5819486237047788,-0.8137225765737331,-1.499896375883465,0.033892917385114574
3,5.327794494819115,3.4951096937050674,-0.617968477001993,-0.7866082426656414,0.10208907280579638,-0.07307619012300415
4,2.855920586811143,0.34867672304250164,-0.5362972187573558,-0.8450691947640447,-0.04531974072070932,0.03149804033853498
5,0.7107317117817207,-3.0316000560136787,-0.5725530113339232,-0.8198707624932168,-0.040721131596979765,0.028301923737316326
6,-1.5794803335539722,-6.311083105986546,-0.6051299166115071,-0.7972292235033637,-0.1593593474898618,0.24860183191187835
7,-4.0,-9.5,-0.7326173946033965,-0.598347757973861,0.11279348650849041,1.4958693949346524
8,-6.930469578413586,-11.893391031895444,-0.6423826053966035,0.598347757973861,1.4898164643628233,0.1841411185624126
9,-9.5,-9.5,0.5494705660936552,0.745660652823791,-0.4524059274448894,0.2968612339717811
10,-7.302117735625379,-6.517357388704836,0.18754582413774368,0.983149640001216,0.5630472320385715,-0.26494991603277895
11,-6.5519344390744045,-2.584758828699971,0.6379836097686011,0.7711897071749928,0.09375530190606907,-0.08703100393198437
12,-4.0,0.5,0.7129878512934564,0.7015649040294053,-0.532469628233641,0.2773377399264868
13,-1.1480485948261745,3.306259616117621,0.2870121487065436,0.9234350959705947,0.8912348141168206,-1.2066843925142305
14,0.0,7.0,1.0,-0.04191241804078982,-0.625,-0.05146895489802539
15,4.0,6.83235032783684,0.5,-0.08308758195921007,-1.417808214047175,0.4937330578854511
16,6.0,6.5,-0.6342465712377401,0.31189886434915093,-0.35787672686633726,0.05880862422257982
17,3.4630137150490397,7.747595457396604,-0.9205479527308099,0.3589457637272149,-0.030821904125800104,-0.0372379897544759
18,-0.2191780958742,9.183378512305463,-0.94520547603145,0.3291553719236342,0.15060014252866916,-0.20757415691054049
19,-4.0,10.5,-0.8247253620085147,0.1630960463952018,1.3958891607895518,-0.5526716159337284
20,-7.298901448034059,11.152384185580807,0.29198596662312726,-0.2790412463517813,-1.417808214047175,0.4937330578854513
21,-6.13095758154155,10.036219200173683,-0.8422606046146126,0.11594519995657926,0.27157575576826565,-1.1209205761356362
22,-9.5,10.5,-0.625,-0.7807912609519299,0.78125,-0.2740109238100877
23,-12.0,7.376834956192281,0.0,-1.0,0.78125,0.3509890761899124
24,-12.0,3.3768349561922806,0.625,-0.7192087390480701,-0.04117810751383244,-0.10855096521359753
25,-9.5,0.5,0.592057513988934,-0.8060495112189482,0.27208718596129744,0.2721852734248862
26,-7.1317699440442635,-2.7241980448757928,0.809727262757972,-0.5883012924790393,0.20435995061890222,0.4470651202212834
27,-3.8928608930123754,-5.07740321479195,0.9732152232530938,-0.23064919630201253,-0.2790190290663673,0.13206149537751566
28,0.0,-6.0,0.75,-0.125,0.009574564867132901,-0.6612428350969788
29,3.0,-6.5,0.7576596518937063,-0.6539942680775831,0.13710087026573403,0.6974856701939578
30,6.030638607574826,-9.115977072310333,0.8673403481062936,-0.09600573192241679,-1.3226451585922283,0.3056080330131644
31,9.5,-9.5,-0.19077577876748908,0.14848069448811474,-0.616810553081277,0.41004826377971315
32,8.736896884930044,-8.906077222047541,-0.6842242212325107,0.47651930551188526,1.4372399499228914,-0.4339283242820213
33,6.0,-7.0,0.46556773870580237,0.1293766460862682,-0.8676488589752573,1.0563212508155884
34,7.8622709548232095,-6.482493415654927,-0.2285513484744035,0.9744336467387389,1.0831686978037558,-0.2540549244546828
35,6.9480655609255955,-2.584758828699971,0.6379836097686011,0.7711897071749928,-0.8236718968620693,-0.338987133968741
36,9.5,0.5,-0.02095390772105432,0.5,0.06547521720550686,0.625
37,9.416184369115783,2.5,0.03142626604335108,1.0,-0.05237328045705958,0.0
38,9.541889433289187,6.5,-0.010472358322296649,1.0,0.05237328045705958,0.0
39,9.5,10.5,0.03142626604335108,1.0,0.0,0.0
