,x,y,vx,vy,fx,fy
0,3.0,3.0,0.0,0.0,-0.299511490238799,0.017939593978462343
1,3.0,3.0,-0.11980459609551963,0.007175837591384904,-0.11264998316437047,0.0
2,2.7603908078089603,3.0143516751827697,-0.1648645893612678,0.007175837591384904,0.0,0.0
3,2.4306616290864262,3.0287033503655394,-0.1648645893612678,0.007175837591384904,0.0,0.0
4,2.1009324503638886,3.043055025548309,-0.1648645893612678,0.007175837591384904,0.0,0.0
5,1.7712032716413546,3.057406700731079,-0.1648645893612678,0.007175837591384904,0.0,0.0
6,1.4414740929188188,3.0717583759138485,-0.1648645893612678,0.007175837591384904,0.2724803306578161,-0.12557715784923618
7,1.111744914196283,3.086110051096618,-0.05587245709814137,-0.04305502554830953,0.2791778321579102,-0.11053432318674605
8,1.0,3.0,0.05579867576502273,-0.087268754823008,0.26894944242765023,-0.13350766265873418
9,1.1115973515300457,2.825462490353985,0.16337845273608276,-0.14067181988650168,0.01320229505528664,-0.009592028824940646
10,1.4383542570022119,2.544118850580981,0.16865937075819748,-0.1445086314164779,0.0,0.0
11,1.7756729985186066,2.2551015877480243,0.16865937075819748,-0.1445086314164779,0.0,0.0
12,2.1129917400350013,1.9660843249150695,0.16865937075819748,-0.1445086314164779,0.0,0.0
13,2.450310481551396,1.6770670620821129,0.16865937075819748,-0.1445086314164779,-0.15618495573023253,-0.12379067052025203
14,2.787629223067791,1.388049799249158,0.10618538846610448,-0.19402489962457872,-0.2654634711652612,-0.139937750938553
15,3.0,1.0,0.0,-0.25,0.0,0.0
16,3.0,0.5,0.0,-0.25,0.0,0.0
17,3.0,0.0,0.0,-0.25,0.0,0.0
18,3.0,-0.5,0.0,-0.25,0.03031981021335839,-0.028472196954866802
19,3.0,-1.0,0.012127924085343356,-0.2613888787819467,0.0,0.0
20,3.024255848170686,-1.5227777575638939,0.0121279240853433,-0.2613888787819468,0.0,0.0
21,3.0485116963413734,-2.0455555151277878,0.0121279240853433,-0.2613888787819468,-0.12127924085343322,0.11388878781946815
22,3.072767544512061,-2.5683332726916808,-0.036383772256029956,-0.21583336365415956,-0.2188825854422575,0.2055444291652176
23,3.0,-3.0,-0.12393680643293298,-0.1336155919880725,-0.18153897498345203,0.23916876705100915
24,2.7521263871341333,-3.267231183976145,-0.19655239642631378,-0.037948085167668844,-0.07660183190734779,0.2357561969787108
25,2.359021594281506,-3.3431273543114823,-0.22719312918925294,0.056354393623815446,0.0,0.0
26,1.9046353359030004,-3.230418567063852,-0.22719312918925294,0.056354393623815446,0.0051714760675137805,0.006251240710737016
27,1.4502490775244947,-3.11770977981622,-0.22512453876224742,0.058854889908110275,0.2503113469056187,0.1653627752297243
28,1.0,-3.0,-0.125,0.125,0.0,0.0
29,0.75,-2.75,-0.125,0.125,0.0,0.0
30,0.5,-2.5,-0.125,0.125,0.0,0.0
31,0.25,-2.25,-0.125,0.125,-0.043863384209113954,-0.29704225641559145
32,0.0,-2.0,-0.14254535368364557,0.00618309743376344,-0.031166742343535225,-0.2772394196208148
33,-0.28509070736729036,-1.9876338051324733,-0.15501205062105966,-0.10471267041456245,0.0,0.0
34,-0.5951148086094111,-2.197059145961598,-0.15501205062105966,-0.10471267041456245,0.0,0.0
35,-0.9051389098515301,-2.406484486790723,-0.15501205062105966,-0.10471267041456245,0.0,0.0
36,-1.215163011093649,-2.6159098276198485,-0.15501205062105966,-0.10471267041456245,0.015706226262227674,0.02259829799741958
37,-1.525187112335768,-2.825335168448973,-0.14872956011616856,-0.09567335121559462,0.1501316910005534,0.2600357166391892
38,-1.8226462325681059,-3.016681870880162,-0.08867688371594717,0.008340935440081021,0.15013169100055357,0.26003571663918906
39,-2.0,-3.0,-0.028624207315725736,0.11235522209575666,0.10466342179989785,0.28143146005356084
40,-2.0572484146314514,-2.7752895558084862,0.01324116140423337,0.224927806117181,-0.013874096121217983,0.2660766994408756
41,-2.0307660918229846,-2.325433943574125,0.007691522955746211,0.33135848589353123,0.0,0.0
42,-2.0153830459114923,-1.662716971787063,0.007691522955746211,0.33135848589353123,-0.0192288073893655,0.004937118599505574
43,-2.0,-1.0,0.0,0.33333333333333337,0.0,0.0
44,-2.0,-0.3333333333333339,0.0,0.33333333333333337,0.0,0.0
45,-2.0,0.3333333333333339,0.0,0.33333333333333337,0.0,0.0
46,-2.0,1.0,0.0,0.33333333333333337,0.0,0.0
47,-2.0,1.666666666666666,0.0,0.33333333333333337,0.0,0.0
48,-2.0,2.333333333333334,0.0,0.33333333333333326,0.0,0.0
